url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart
http://www.billboard.com/charts/hot-100/1965-10-09,10/9/1965,89,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,,89,1
http://www.billboard.com/charts/hot-100/1965-10-16,10/16/1965,72,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,89,72,2
http://www.billboard.com/charts/hot-100/1965-10-23,10/23/1965,69,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,72,69,3
http://www.billboard.com/charts/hot-100/1965-10-30,10/30/1965,68,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,69,68,4
http://www.billboard.com/charts/hot-100/1965-11-06,11/6/1965,65,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,68,65,5
http://www.billboard.com/charts/hot-100/1965-11-13,11/13/1965,55,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,65,55,6
http://www.billboard.com/charts/hot-100/1965-11-20,11/20/1965,52,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,55,52,7
http://www.billboard.com/charts/hot-100/1965-11-27,11/27/1965,62,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,52,52,8
http://www.billboard.com/charts/hot-100/2001-02-17,2/17/2001,79,Don't Talk,Jon B,Don't TalkJon B,1,,79,1
http://www.billboard.com/charts/hot-100/2001-02-24,2/24/2001,72,Don't Talk,Jon B,Don't TalkJon B,1,79,72,2
http://www.billboard.com/charts/hot-100/2001-03-03,3/3/2001,58,Don't Talk,Jon B,Don't TalkJon B,1,72,58,3
http://www.billboard.com/charts/hot-100/2001-03-10,3/10/2001,66,Don't Talk,Jon B,Don't TalkJon B,1,58,58,4
http://www.billboard.com/charts/hot-100/2001-03-17,3/17/2001,64,Don't Talk,Jon B,Don't TalkJon B,1,66,58,5
http://www.billboard.com/charts/hot-100/2001-03-24,3/24/2001,64,Don't Talk,Jon B,Don't TalkJon B,1,64,58,6
http://www.billboard.com/charts/hot-100/2001-03-31,3/31/2001,64,Don't Talk,Jon B,Don't TalkJon B,1,64,58,7
http://www.billboard.com/charts/hot-100/2001-04-07,4/7/2001,75,Don't Talk,Jon B,Don't TalkJon B,1,64,58,8
http://www.billboard.com/charts/hot-100/2001-04-14,4/14/2001,77,Don't Talk,Jon B,Don't TalkJon B,1,75,58,9
http://www.billboard.com/charts/hot-100/2001-04-21,4/21/2001,84,Don't Talk,Jon B,Don't TalkJon B,1,77,58,10
http://www.billboard.com/charts/hot-100/2001-04-28,4/28/2001,91,Don't Talk,Jon B,Don't TalkJon B,1,84,58,11
http://www.billboard.com/charts/hot-100/2001-05-05,5/5/2001,95,Don't Talk,Jon B,Don't TalkJon B,1,91,58,12
